pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,order_day,order_Month
12418,5455,brie_carre_s,1,02-04-2015 00:00,0.54255787,23.65,23.65,S,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",The Brie Carre Pizza,Thursday,April
12419,5456,hawaiian_m,1,02-04-2015 00:00,0.542789352,13.25,13.25,M,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Thursday,April
12420,5457,green_garden_s,1,02-04-2015 00:00,0.547708333,12,12,S,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza,Thursday,April
12421,5457,ital_veggie_s,1,02-04-2015 00:00,0.547708333,12.75,12.75,S,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,Thursday,April
12422,5458,thai_ckn_s,1,02-04-2015 00:00,0.549490741,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Thursday,April
12423,5459,bbq_ckn_l,1,02-04-2015 00:00,0.553275463,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Thursday,April
12424,5459,calabrese_m,1,02-04-2015 00:00,0.553275463,16.25,16.25,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,Thursday,April
12425,5459,classic_dlx_l,1,02-04-2015 00:00,0.553275463,20.5,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Thursday,April
12426,5459,ital_veggie_l,1,02-04-2015 00:00,0.553275463,21,21,L,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,Thursday,April
12427,5460,bbq_ckn_m,1,02-04-2015 00:00,0.560706019,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Thursday,April
12428,5461,cali_ckn_l,1,02-04-2015 00:00,0.576597222,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Thursday,April
12429,5461,cali_ckn_m,1,02-04-2015 00:00,0.576597222,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Thursday,April
12430,5461,ckn_alfredo_m,1,02-04-2015 00:00,0.576597222,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,Thursday,April
12431,5461,pep_msh_pep_l,1,02-04-2015 00:00,0.576597222,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",Thursday,April
12432,5462,ital_supr_s,1,02-04-2015 00:00,0.623043981,12.5,12.5,S,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Thursday,April
12433,5462,pepperoni_s,1,02-04-2015 00:00,0.623043981,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Thursday,April
12434,5463,mexicana_l,1,02-04-2015 00:00,0.642951389,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,Thursday,April
12435,5463,the_greek_xl,1,02-04-2015 00:00,0.642951389,25.5,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Thursday,April
12436,5464,the_greek_xl,1,02-04-2015 00:00,0.643217593,25.5,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Thursday,April
12437,5465,four_cheese_l,1,02-04-2015 00:00,0.64474537,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Thursday,April
12438,5465,hawaiian_l,1,02-04-2015 00:00,0.64474537,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Thursday,April
12439,5465,sicilian_s,1,02-04-2015 00:00,0.64474537,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Thursday,April
12440,5466,bbq_ckn_m,1,02-04-2015 00:00,0.6453125,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Thursday,April
12441,5466,ckn_alfredo_m,1,02-04-2015 00:00,0.6453125,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,Thursday,April
12442,5466,four_cheese_l,1,02-04-2015 00:00,0.6453125,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Thursday,April
12443,5466,pep_msh_pep_m,1,02-04-2015 00:00,0.6453125,14.5,14.5,M,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",Thursday,April
12444,5467,classic_dlx_s,1,02-04-2015 00:00,0.656909722,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Thursday,April
12445,5467,napolitana_s,1,02-04-2015 00:00,0.656909722,12,12,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,Thursday,April
12446,5467,soppressata_s,1,02-04-2015 00:00,0.656909722,12.5,12.5,S,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,Thursday,April
12447,5468,four_cheese_l,1,02-04-2015 00:00,0.668796296,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Thursday,April
12448,5468,spicy_ital_m,1,02-04-2015 00:00,0.668796296,16.5,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Thursday,April
12449,5469,calabrese_m,1,02-04-2015 00:00,0.683310185,16.25,16.25,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,Thursday,April
12450,5469,ital_veggie_m,1,02-04-2015 00:00,0.683310185,16.75,16.75,M,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,Thursday,April
12451,5469,the_greek_s,1,02-04-2015 00:00,0.683310185,12,12,S,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Thursday,April
12452,5470,big_meat_s,1,02-04-2015 00:00,0.684537037,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,Thursday,April
12453,5470,ital_supr_l,1,02-04-2015 00:00,0.684537037,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Thursday,April
12454,5470,ital_veggie_m,1,02-04-2015 00:00,0.684537037,16.75,16.75,M,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,Thursday,April
12455,5470,veggie_veg_m,1,02-04-2015 00:00,0.684537037,16,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Thursday,April
12456,5471,five_cheese_l,1,02-04-2015 00:00,0.6853125,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Thursday,April
12457,5471,spinach_fet_s,1,02-04-2015 00:00,0.6853125,12,12,S,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,Thursday,April
12458,5472,sicilian_m,1,02-04-2015 00:00,0.685925926,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Thursday,April
12459,5472,southw_ckn_l,1,02-04-2015 00:00,0.685925926,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,Thursday,April
12460,5473,four_cheese_l,1,02-04-2015 00:00,0.689675926,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Thursday,April
12461,5473,ital_cpcllo_l,1,02-04-2015 00:00,0.689675926,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,Thursday,April
12462,5473,spinach_fet_s,1,02-04-2015 00:00,0.689675926,12,12,S,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,Thursday,April
12463,5473,the_greek_xl,1,02-04-2015 00:00,0.689675926,25.5,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Thursday,April
12464,5474,ital_supr_m,1,02-04-2015 00:00,0.708136574,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Thursday,April
12465,5475,ital_veggie_m,1,02-04-2015 00:00,0.71375,16.75,16.75,M,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,Thursday,April
12466,5476,prsc_argla_l,1,02-04-2015 00:00,0.714305556,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,Thursday,April
12467,5477,cali_ckn_s,1,02-04-2015 00:00,0.72037037,12.75,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Thursday,April
12468,5477,hawaiian_l,1,02-04-2015 00:00,0.72037037,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Thursday,April
12469,5477,spinach_supr_s,1,02-04-2015 00:00,0.72037037,12.5,12.5,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,Thursday,April
12470,5477,thai_ckn_l,1,02-04-2015 00:00,0.72037037,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Thursday,April
12471,5478,four_cheese_l,2,02-04-2015 00:00,0.722141204,17.95,35.9,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Thursday,April
12472,5479,bbq_ckn_m,1,02-04-2015 00:00,0.730752315,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Thursday,April
12473,5479,cali_ckn_m,1,02-04-2015 00:00,0.730752315,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Thursday,April
12474,5479,ckn_pesto_s,1,02-04-2015 00:00,0.730752315,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,Thursday,April
12475,5480,big_meat_s,1,02-04-2015 00:00,0.741724537,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,Thursday,April
12476,5481,bbq_ckn_s,1,02-04-2015 00:00,0.74837963,12.75,12.75,S,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Thursday,April
12477,5481,cali_ckn_m,1,02-04-2015 00:00,0.74837963,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Thursday,April
12478,5481,napolitana_s,1,02-04-2015 00:00,0.74837963,12,12,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,Thursday,April
12479,5481,peppr_salami_l,1,02-04-2015 00:00,0.74837963,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,Thursday,April
12480,5482,classic_dlx_m,1,02-04-2015 00:00,0.754664352,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Thursday,April
12481,5482,peppr_salami_s,1,02-04-2015 00:00,0.754664352,12.5,12.5,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,Thursday,April
12482,5482,the_greek_xl,1,02-04-2015 00:00,0.754664352,25.5,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Thursday,April
12483,5483,ckn_pesto_s,1,02-04-2015 00:00,0.760509259,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,Thursday,April
12484,5483,the_greek_l,1,02-04-2015 00:00,0.760509259,20.5,20.5,L,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Thursday,April
12485,5484,ckn_pesto_l,1,02-04-2015 00:00,0.768923611,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,Thursday,April
12486,5484,classic_dlx_s,1,02-04-2015 00:00,0.768923611,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Thursday,April
12487,5484,five_cheese_l,1,02-04-2015 00:00,0.768923611,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Thursday,April
12488,5485,green_garden_m,1,02-04-2015 00:00,0.76900463,16,16,M,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza,Thursday,April
12489,5485,hawaiian_s,1,02-04-2015 00:00,0.76900463,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Thursday,April
12490,5486,ital_cpcllo_l,1,02-04-2015 00:00,0.77099537,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,Thursday,April
12491,5486,southw_ckn_l,1,02-04-2015 00:00,0.77099537,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,Thursday,April
12492,5487,calabrese_m,1,02-04-2015 00:00,0.805486111,16.25,16.25,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,Thursday,April
12493,5487,classic_dlx_s,1,02-04-2015 00:00,0.805486111,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Thursday,April
12494,5487,mediterraneo_l,1,02-04-2015 00:00,0.805486111,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,Thursday,April
12495,5487,spinach_fet_m,1,02-04-2015 00:00,0.805486111,16,16,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,Thursday,April
12496,5488,soppressata_l,1,02-04-2015 00:00,0.807141204,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,Thursday,April
12497,5488,thai_ckn_l,1,02-04-2015 00:00,0.807141204,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Thursday,April
12498,5489,cali_ckn_m,1,02-04-2015 00:00,0.810729167,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Thursday,April
12499,5490,thai_ckn_l,1,02-04-2015 00:00,0.827673611,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Thursday,April
12500,5491,hawaiian_l,1,02-04-2015 00:00,0.836261574,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Thursday,April
12501,5492,pep_msh_pep_l,1,02-04-2015 00:00,0.86962963,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",Thursday,April
12502,5492,pep_msh_pep_m,1,02-04-2015 00:00,0.86962963,14.5,14.5,M,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",Thursday,April
12503,5493,pepperoni_s,1,02-04-2015 00:00,0.869918981,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Thursday,April
12504,5494,cali_ckn_s,1,02-04-2015 00:00,0.8778125,12.75,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Thursday,April
12505,5494,napolitana_l,1,02-04-2015 00:00,0.8778125,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,Thursday,April
12506,5495,southw_ckn_l,1,02-04-2015 00:00,0.879618056,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,Thursday,April
12507,5496,ital_cpcllo_s,1,02-04-2015 00:00,0.903506944,12,12,S,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,Thursday,April
12508,5497,spicy_ital_s,1,02-04-2015 00:00,0.925717593,12.5,12.5,S,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Thursday,April
12509,5498,big_meat_s,1,02-04-2015 00:00,0.927604167,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,Thursday,April
12510,5498,pep_msh_pep_l,1,02-04-2015 00:00,0.927604167,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",Thursday,April
12511,5499,peppr_salami_l,1,02-04-2015 00:00,0.936041667,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,Thursday,April
12512,5500,calabrese_m,1,03-04-2015 00:00,0.473680556,16.25,16.25,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,Friday,April
12513,5500,green_garden_m,1,03-04-2015 00:00,0.473680556,16,16,M,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza,Friday,April
12514,5500,ital_cpcllo_l,1,03-04-2015 00:00,0.473680556,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,Friday,April
12515,5500,spinach_fet_m,1,03-04-2015 00:00,0.473680556,16,16,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,Friday,April
12516,5501,hawaiian_s,1,03-04-2015 00:00,0.486168981,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Friday,April
12517,5502,hawaiian_m,1,03-04-2015 00:00,0.489398148,13.25,13.25,M,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Friday,April
12518,5503,big_meat_s,1,03-04-2015 00:00,0.501770833,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,Friday,April
12519,5503,calabrese_m,1,03-04-2015 00:00,0.501770833,16.25,16.25,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,Friday,April
12520,5503,spicy_ital_l,1,03-04-2015 00:00,0.501770833,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Friday,April
12521,5504,ital_supr_m,1,03-04-2015 00:00,0.505034722,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Friday,April
12522,5505,brie_carre_s,1,03-04-2015 00:00,0.50625,23.65,23.65,S,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",The Brie Carre Pizza,Friday,April
12523,5506,prsc_argla_m,1,03-04-2015 00:00,0.515405093,16.5,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,Friday,April
12524,5507,five_cheese_l,1,03-04-2015 00:00,0.520347222,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Friday,April
12525,5508,classic_dlx_m,1,03-04-2015 00:00,0.521643519,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Friday,April
12526,5508,four_cheese_m,1,03-04-2015 00:00,0.521643519,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Friday,April
12527,5508,ital_cpcllo_s,1,03-04-2015 00:00,0.521643519,12,12,S,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,Friday,April
12528,5509,pep_msh_pep_l,1,03-04-2015 00:00,0.523391204,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",Friday,April
12529,5510,the_greek_l,1,03-04-2015 00:00,0.530300926,20.5,20.5,L,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Friday,April
12530,5511,thai_ckn_m,1,03-04-2015 00:00,0.538819444,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,April
12531,5512,big_meat_s,1,03-04-2015 00:00,0.541030093,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,Friday,April
12532,5512,ital_cpcllo_m,1,03-04-2015 00:00,0.541030093,16,16,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,Friday,April
12533,5512,ital_supr_l,1,03-04-2015 00:00,0.541030093,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Friday,April
12534,5512,mediterraneo_s,1,03-04-2015 00:00,0.541030093,12,12,S,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,Friday,April
12535,5512,peppr_salami_s,1,03-04-2015 00:00,0.541030093,12.5,12.5,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,Friday,April
12536,5513,classic_dlx_m,1,03-04-2015 00:00,0.544224537,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Friday,April
12537,5513,classic_dlx_s,1,03-04-2015 00:00,0.544224537,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Friday,April
12538,5513,five_cheese_l,1,03-04-2015 00:00,0.544224537,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Friday,April
12539,5513,green_garden_s,1,03-04-2015 00:00,0.544224537,12,12,S,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza,Friday,April
12540,5513,mediterraneo_s,1,03-04-2015 00:00,0.544224537,12,12,S,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,Friday,April
12541,5513,napolitana_m,1,03-04-2015 00:00,0.544224537,16,16,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,Friday,April
12542,5513,pep_msh_pep_l,1,03-04-2015 00:00,0.544224537,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",Friday,April
12543,5513,prsc_argla_l,1,03-04-2015 00:00,0.544224537,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,Friday,April
12544,5513,soppressata_l,1,03-04-2015 00:00,0.544224537,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,Friday,April
12545,5513,southw_ckn_m,1,03-04-2015 00:00,0.544224537,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,Friday,April
